ind.names,site,X,Y,omegaX,omegaY,WC_bio1,WC_bio5,WC_bio15,WC_bio19,cols,pch
KIL_20,KIL,152.23772,-28.293309,-0.07173395,-0.42803741,16.8999996185303,29,38,112,gold,16
KIL_23,KIL,152.23772,-28.293309,-0.07173395,-0.42803741,16.8999996185303,29,38,112,gold,16
KIL_24,KIL,152.23772,-28.293309,-0.07173395,-0.42803741,16.8999996185303,29,38,112,gold,16
KIL_25,KIL,152.23772,-28.293309,-0.07173395,-0.42803741,16.8999996185303,29,38,112,gold,16
KIL_27,KIL,152.23772,-28.293309,-0.07173395,-0.42803741,16.8999996185303,29,38,112,gold,16
KIL_28,KIL,152.23772,-28.293309,-0.07173395,-0.42803741,16.8999996185303,29,38,112,gold,16
KIL_29,KIL,152.23772,-28.293309,-0.07173395,-0.42803741,16.8999996185303,29,38,112,gold,16
KIL_2,KIL,152.23772,-28.293309,-0.07173395,-0.42803741,16.8999996185303,29,38,112,gold,16
KIL_3,KIL,152.23772,-28.293309,-0.07173395,-0.42803741,16.8999996185303,29,38,112,gold,16
KIL_4,KIL,152.23772,-28.293309,-0.07173395,-0.42803741,16.8999996185303,29,38,112,gold,16
KIL_5,KIL,152.23772,-28.293309,-0.07173395,-0.42803741,16.8999996185303,29,38,112,gold,16
KIL_9,KIL,152.23772,-28.293309,-0.07173395,-0.42803741,16.8999996185303,29,38,112,gold,16
